X,Y,OBJECTID,FacilityName,LicenseeName,Director,Phone,Address,City,ZipCode,Day_Hours,Day_Ages,Day_Capacity,Night_Hours,Night_Ages,Night_Capacity,Status,License_Ex,Consultant,ContactPerson,Notes,LastUpdate,LastEditor,created_user,created_date,last_edited_user,last_edited_date
-9597961.59831094,3807202.65008111,64,GREAT EXPECTATIONS CHILD CARE,,TRICIA JOHNSON,(334)593-7189,5886 BRIDLE PATH LANE,MONTGOMERY,36116,07:00 AM - 05:30 PM,0 WKS Through 16 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607885.84367297,3806334.33702768,65,GOOD NEWS CHILD DEVELOPMENT CENTER,,TONJA THOMAS,(334)676-2674,88 WEST SOUTH BOULEVARD,MONTGOMERY,36105,06:30 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9597684.18761224,3807925.04551128,66,GROWING MINDS CHILDCARE,,KIESHA JOHNSON,(334)296-0516,2082 REXFORD RD,MONTGOMERY,36116,07:00 AM - 07:00 PM,2 YRS Through 12 YRS,,07:00 PM - 12:00 AM,2 YRS Through 12 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9588330.23423688,3804682.06298665,67,GRACE POINTE CHURCH,,JENNIFER MATHIS,(334)271-2525,1565 RAY THORINGTON ROAD,MONTGOMERY,36117,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605763.20461586,3804892.42144815,68,GUARDIAN ANGEL HOME DEVELOPMENT,,TOWONDALYN MCKINNEY,(334)221-9437,1035 QUEENSBURY DRIVE,MONTGOMERY,36116,06:30 AM - 07:00 PM,12 MOS Through 14 YRS,,07:00 PM - 12:00 AM,18 MOS Through 14 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607741.12460671,3811137.14575866,69,HAPPY STARS LEARNING CENTER,,DENISA STRICKLAND,(334)356-0641,31 EAST HANNON STREET,MONTGOMERY,36104,07:00 AM - 05:30 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602062.82940136,3806240.14262325,70,HEAVENS LITTLE ONE'S CHILDCARE CENTER,,EBONEY BYRSE,(334)430-7573,2530 EAST SOUTH BLVD,MONTGOMERY,36116,06:30 AM - 07:00 PM,12 MOS Through 12 YRS,,07:00 PM - 12:00 AM,12 MOS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9591676.50024245,3809716.65695118,71,HALCYON ELEMENTARY HEAD START,,SYLVIA BURCH,(334)399-3405,1501 PARKVIEW DRIVE SOUTH,MONTGOMERY,36117,07:30 AM - 03:30 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596223.23448168,3808272.88544876,72,HELPING HANDS,,CORINTHIAN DANIEL,(334)328-6016,6445 CHAPRICE LANE,MONTGOMERY,36117,07:00 AM - 05:30 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9608671.31055298,3810726.09863535,73,HISTORIC CLEVELAND AVENUE YMCA,,ARIANN CHARITY,(334)265-0566,1201 ROSA PARKS AVENUE,MONTGOMERY,36108,06:30 AM - 06:00 PM,3 YRS Through 14 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600502.57902326,3809631.65832353,74,HERITAGE CHILD DEVELOPMENT CENTER,,ASHLEY LOOMIS,(334)279-0643,1849 PERRY HILL ROAD,MONTGOMERY,36106,07:00 AM - 05:30 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607880.72103488,3809890.59901362,75,HOLT STREET MEMORIAL BAPT CHURCH,,ALLISON MCCLUNG,(334)263-0522,1870 SOUTH COURT STREET,MONTGOMERY,36104,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605163.08244837,3810663.36745567,76,HONEY BEE'Z LEARNING CENTER,,BIANCA SHABAZZ,(334)523-1001,1926 WALNUT STREET,MONTGOMERY,36106,05:30 AM - 06:00 PM,4 WKS Through 4 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600583.50421666,3806946.53949578,77,HOPE CHRISTIAN OUTRCH. MIN./KIDS DYNASTY,,AUNDRA SMITH,(334)356-4180,3447 MCGEHEE ROAD SUITE I,MONTGOMERY,36111,05:30 AM - 07:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9609570.10823908,3811479.93717595,78,HSW LEARNING ACADEMY I,,NATASHA JACKSON,(334)294-7081,972 W. FRED D GRAY AVE,MONTGOMERY,36108,05:00 AM - 06:00 PM,0 WKS Through 17 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9595367.8526977,3814316.62672162,79,JACKIE'S HOME DAY CARE,,JACQUELINE JAMES,(334)676-3136,325 KROY DRIVE,MONTGOMERY,36117,07:00 AM - 05:00 PM,6 WKS Through 10 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600059.63249696,3804193.92379057,80,JAAD'S CHILD CARE & DEV  CENTER INC.,,THERESA HARDWICK,(334)284-9055,4002 ST LOUIS ROAD,MONTGOMERY,36116,06:00 AM - 05:30 PM,4 WKS Through 12 YRS,,07:00 PM - 12:00 AM,4 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9609511.99667947,3807073.93424884,81,JENNY'S KINDERCARE,,CLEMENTINE MCCALL,(334)288-1603,4324 ESMOND RD,MONTGOMERY,36105,05:00 AM - 06:45 PM,0 WKS Through 10 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9606852.34819322,3806756.82756562,82,"HUMPTY DUMPTY CHILDCARE, LLC",,MILDRED JEFFERSON,(334)612-0903,3784 NORMAN BRIDGE RD,MONTGOMERY,36105,05:30 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607810.14418211,3811794.32828026,83,HAPPY FACES CHILD DEV. CENTER,,CARRIE MOORE,(334)593-9993,15 E. S ST,MONTGOMERY,36104,06:00 AM - 05:30 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600132.21588014,3804475.13635232,84,JOHNSON'S IN HOME DAYCARE,,GLORIA DUBOSE JOHNSON,(334)233-9240,3265 VIRGINIA LOOP CT,MONTGOMERY,36116,06:00 AM - 07:00 PM,0 WKS Through 14 YRS,,07:00 PM - 12:00 AM,0 WKS Through 14 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9595808.79321374,3807389.33785965,85,JOEANNAH CHAVIS,,JOEANNAH CHAVIS,(334)593-1299,2136 BRIAR GATE DR,MONTGOMERY,36116,05:00 AM - 07:00 PM,3 WKS Through 12 YRS,,07:00 PM - 12:00 AM,3 WKS Through 12 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9610183.25597566,3810811.23206799,86,KAMP A DEMICS LEARNING CENTER,,VIVIAN GADSON,(334)262-3912,2308 DILLARD STREET,MONTGOMERY,36108,06:30 AM - 07:00 PM,8 WKS Through 12 YRS,,07:00 PM - 12:00 AM,8 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9610386.07720751,3809283.91684699,87,KERSHAW HEAD START,,ERIC HYATT,,2225 W. FAIRVIEW AVE,MONTGOMERY,36108,06:30 AM - 07:00 PM,3 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607865.02687213,3811046.21072331,88,KC CUBS CHILDCARE LLC,,CHRISTIE CLEMONS,(334)523-1953,1022 S COURT ST,MONTGOMERY,36104,05:00 AM - 06:00 PM,6 WKS Through 14 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9599345.85323319,3804846.5856074,89,JUST LOVE ALL KIDS CHILDCARE CENTER,,LAKEITA CARTER,(334)239-7330,5060 BUSINESS PARKWAY DR,MONTGOMERY,36116,06:45 AM - 05:30 PM,2 1/2 YRS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600177.07781964,3806761.17281697,90,KIDS AT HEART DEVELOPMENT CENTER,,HAZEL MARTIN,(334)517-5968,3600 RICHARD ROAD,MONTGOMERY,36111,06:30 AM - 05:30 PM,0 MOS Through 16 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596293.69982968,3813364.22297508,91,JUST BE YOU SCHOOL AGE PROGRAM,,CARINAH MCKINNIE,(334)593-4322,121 EASTDALE RD S,MONTGOMERY,36117,06:45 AM - 05:45 PM,2 1/2 YRS Through 13 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9610386.07720751,3809283.91684699,92,KERSHAW PRE-K,,ELEANOR THOMAS,(334)265-1433,2225-A W FAIRVIEW AVE.,MONTGOMERY,36108,07:00 AM - 04:00 PM,4 YRS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602175.82406939,3814433.951214,93,KIDS DYNASTY CARE 2,,BRYANT SMITH,(334)315-2448,155 COLISEUM BLVD,MONTGOMERY,36109,06:00 AM - 05:00 PM,21/2 YRS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596749.10301355,3810689.72355748,94,KID'S COLLAGE CHILD CENTER,,ALECIA GASTON,(334)395-4446,5723 CARMICHAEL PKWY.,MONTGOMERY,36117,07:00 AM - 05:30 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9602284.02275543,3804766.36379613,95,KIDZ R KIDZ LEARNING ACADEMY,,CHIQUITTA THOMAS,(334)593-2560,2601 WOODLEY PARK DRIVE,MONTGOMERY,36116,05:30 AM - 06:30 PM,3 WKS Through 13 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604952.79658198,3805133.34507113,96,KIDZ 'R' KIDZ LEARNING CENTER,,CHIQUITTA THOMAS,(334)676-2226,4540 NARROW LANE ROAD,MONTGOMERY,36116,05:00 AM - 07:00 PM,6 WKS Through 13 YRS,,07:00 PM - 12:00 AM,6 WKS Through 13 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9598382.04875083,3804587.09763929,97,KIDZ VISIONS LEARNING CENTER,,VALERIE FRANK,(334)593-2489,5741 KYSER COURT,MONTGOMERY,36116,05:00 AM - 06:00 PM,6 WKS Through 14 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9590618.40918174,3815484.79602113,98,KIDZ R STARS,,TATANYA BROWN,(334)538-0317,519 BENTWOOD TRAIL,MONTGOMERY,36117,06:00 AM - 07:00 PM,0 WKS Through 12 YRS,,07:00 PM - 12:00 AM,0 WKS Through 12 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9592099.84314589,3812523.00332047,99,"KIDZ UNIVERSITY OF MONTGOMERY, LLC",,TIFFANY THOMAS,(334)676-3883,445 COTTON GIN ROAD,MONTGOMERY,36117,05:30 AM - 06:00 PM,4 WKS Through 13 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601275.46832868,3806231.32009679,100,KIDZ ZONE LEARNING ACADEMY II,,TRACEY HILL,(334)593-7703,4011 WALLACE DRIVE,MONTGOMERY,36116,05:30 AM - 06:30 PM,3 YRS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601141.99281839,3804736.73058485,101,KIMBERLY WILLIAMS,,KIMBERLY WILLIAMS,(334)202-0944,3909 STRATHMORE DRIVE,MONTGOMERY,36116,05:00 AM - 07:00 PM,4 WKS Through 13 YRS,,07:00 PM - 12:00 AM,18 MOS Through 13 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601104.14749563,3806258.05820994,102,KIDZ ZONE LEARNING ACADEMY LLC,,TRACY HILL,(334)649-1999,2850 E. SOUTH BLVD,MONTGOMERY,36116,05:30 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,6 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9592957.67894022,3808709.67521313,103,KINDER CARE LEARNING CENTER #2500,,COURTNEY TATE,(334)270-5955,6955 HALCYON PARK DRIVE,MONTGOMERY,36117,06:30 AM - 06:00 PM,6 WKS Through 6 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604037.75440342,3816897.6676039,104,LEARNING KIDZ ACADEMY,,ASHLEY JONES,(334)649-2389,2061 RIGBY STREET,MONTGOMERY,36110,05:30 AM - 07:00 PM,4 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607001.29408871,3808435.07758801,105,KINGDOM KIDS,,SHANEKA WRIGHT,(334)477-0271,3448 WILMINGTON RD,MONTGOMERY,36105,06:00 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,18 MOS Through 12 YRS,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9595955.62093528,3815817.82191152,106,LEARNING EXPRESS,,MAUNA CAMERON,(334)396-7030,5756 HYDE PARK DRIVE,MONTGOMERY,36117,06:30 AM - 07:00 PM,0 WKS Through 12 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605857.60314574,3806123.5558073,107,LITTLE DREAMERS LEARNING CENTER,,LATRICIA HORTON,(334)593-2494,4211 SUNSHINE DRIVE,MONTGOMERY,36116,06:00 AM - 06:00 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601201.66240354,3808168.39921808,108,LITTLE LEARNING DAYCARE,,NIKKI HILL,(334)531-3385,2506 CAPSTONE DRIVE,MONTGOMERY,36106,05:30 AM - 05:30 PM,6 WKS Through 12 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9591536.12941753,3813709.58649198,109,LITTLE EXPLORER'S LEARNING CENTER,,JENNIFER MITCHELL,(334)593-7106,7735 ATLANTA HIGHWAY,MONTGOMERY,36117,06:30 AM - 06:00 PM,0 MOS Through 18 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9595320.87265997,3806756.43002347,110,LIGHTHOUSE CHURCH,,JANELLE FORD,(334)271-4200,3570 BELL ROAD,MONTGOMERY,36116,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9594945.95618628,3808965.43139938,111,LEGACY ANGLICAN CHURCH,,TARA HARRIS,(334)649-4601,2323 BELL ROAD,MONTGOMERY,36117,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9600018.44678979,3808085.26176602,112,LIVING VICTORIOUS HOME DAY CARE,,LA'SHEIKA JOHNSON,(334)221-9031,2112 KINGSBURY DRIVE,MONTGOMERY,36106,07:00 AM - 05:30 PM,2 MOS Through 5 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601675.9534253,3801970.82041025,113,MCKEE ELEM HEAD START,,CYNTHIA MCLAMB,(334)399-2467,4017 MCINNIS ROAD,MONTGOMERY,36116,06:30 AM - 07:00 PM,03 YRS Through 05 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9599849.90658654,3805787.23970001,114,MARY'S LITTLE LAMBS CHILDCARE CENTER,,MARY WILLIAMS,(334)593-9956,4017 TROY HIGHWAY,MONTGOMERY,36116,06:30 AM - 05:30 PM,0 WKS Through 15 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9594556.55838492,3814897.33230745,115,MAMA NELL'S DAY CARE,,INELL HILSON,(334)271-5860,6374 PINEBROOK DRIVE,MONTGOMERY,36117,06:30 AM - 05:30 PM,0 WKS Through 12 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605576.51598763,3806048.07328992,116,MELISSA P DAVIS,,MELISSA DAVIS,(334)286-7171,1215 MARLOWE DR,MONTGOMERY,36116,07:00 AM - 06:00 PM,0 WKS Through 13 YRS,,,N/A,,Licensed Family,,,,Licensed Family,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596389.99265588,3811419.96919393,117,METRO CHRISTIAN ACADEMY,,LATOYA PIERCE,(334)233-3350,5991 MONTICELLO DRIVE,MONTGOMERY,36117,07:00 AM - 05:00 PM,3 YRS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604822.22289572,3812799.27499091,118,MINI MIRACLES CHILDCARE CENTER TOO,,JAWANNA EVANS,(334)676-1440,317 ARTHUR ST.,MONTGOMERY,36107,06:00 AM - 06:00 PM,0 WKS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9605359.89473214,3817491.41951573,119,MINI MIRACLES CHILDCARE CENTER,,JAWANNA EVANS,(334)593-0808,2650 LOWER WETUMPKA RD,MONTGOMERY,36110,05:30 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,6 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601976.6696976,3814604.93444398,120,MONT. E. YMCA KINDERGRTN. & C.C.,,ARIANN CHARITY,(334)272-3390,3407 PELZER AVENUE,MONTGOMERY,36109,07:00 AM - 06:00 PM,6 WKS Through 5 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596654.37776501,3814842.62359677,121,MILES OF SMILES CHILDCARE 2 LLC,,DIANCA WRIGHT,(334)593-1918,5524 WARES FERRY ROAD,MONTGOMERY,36117,06:00 AM - 05:30 PM,21/2 YRS Through 12 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9596635.78164826,3814849.21491247,122,MILES OF SMILES CHILDCARE LLC,,DIANCA WRIGHT,(334)593-1751,5528 WARES FERRY ROAD,MONTGOMERY,36117,06:00 AM - 07:00 PM,6 WKS Through 12 YRS,,07:00 PM - 12:00 AM,6 WKS Through 12 YRS,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9601097.13080358,3813654.22031158,123,MONTGOMERY CATHOLIC PREP. SCHOOL SITE I,,JUSTIN CASTANZA,(334)272-3033,3850 ATLANTA HIGHWAY,MONTGOMERY,36109,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9604893.23886921,3810576.38489473,124,MONTESSORI AT MULBERRY,,AMBER LONG,(334)265-7733,2034 CLUBVIEW ST,MONTGOMERY,36106,07:00 AM - 05:30 PM,12 MOS Through 6 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9590393.42753635,3807687.09682745,125,MONTGOMERY CATHOLIC PREP. SCHOOL SITE II,,JUSTIN CASTANZA,(334)649-4404,8580 VAUGHN ROAD,MONTGOMERY,36117,,N/A,,,N/A,,Exempt Center,,,,Exempt Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
-9607196.43610119,3811177.20633432,126,MONTESSORI ACADEMY,,VIRGINIA REMKO,(334)262-8685,1025 SOUTH HULL STREET,MONTGOMERY,36104,06:30 AM - 05:30 PM,12 MOS Through 6 YRS,,,N/A,,Licensed Center,,,,Licensed Center,2024/09/20,IAM - updated from DHR Interactive Map 9/16/24,ABOWEN,2024/09/20 17:43:46+00,ABOWEN,2024/09/21 04:48:43+00
