OBJECTID,Id,Type_,Material,Cond_,Chan_Shp,Width_T,Width_B,Slope,MaintDate,Basin,Ditch_Name,Flow_Dir,Empty_To,created_user,created_date,last_editor_user,last_editor_date,last_edited_user,last_edited_date,Supervisor,TYPE,First_Cut,Second_Cut,Third_Cut,Next_Scheduled,FACILITYID,Prev_Year_First_Cut,Prev_Year_Second_Cut,Prev_Year_Third_Cut,Shape__Length
14868,0,0,0,0,0,0.32155933,0.0,0.0,Received Second Cut,CAMP CREEK,HALCYON OAKS, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765558819000,EAST,DITCH,1747094400000,1755043200000,,,E63,1718841600000,1724112000000,1730937600000,1697.8332523440342
14869,3,0,0,0,0,0.15234661,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,E RIDING RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752757812000,SOUTH,DITCH,1742860800000,1747785600000,1752537600000,,S25,1709510400000,1712620800000,1716249600000,804.3901026622449
14870,0,0,0,0,0,0.06515361,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,KINGSWOOD RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1745193600000,1747785600000,1751414400000,,W50,1714953600000,1718841600000,1722297600000,344.01104744488117
14871,0,0,0,0,0,0.0231816,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,UPTON RD, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1745452800000,1747785600000,1751414400000,,W51,1711584000000,1714953600000,1718841600000,122.39883113334176
14872,0,0,0,0,0,0.1333882,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,BARBY RD, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1747699200000,1751414400000,1755129600000,,W49,1711584000000,1714953600000,1718841600000,704.2897114739432
14873,0,0,0,0,0,0.17359083,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,WINDERTON DR, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1745452800000,1748390400000,1751932800000,,W52,1711584000000,1714953600000,1718841600000,916.559557308952
14874,0,0,0,0,0,0.13864513,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,CATER DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1745452800000,1748390400000,1751932800000,,W54,1718841600000,1722470400000,1726531200000,732.0463018021982
14875,0,0,0,0,0,0.53465086,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,SOUTHLAWN DR, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1745798400000,1748390400000,1751932800000,,W55,1712102400000,1718841600000,1722470400000,2822.9565477278143
14876,0,0,0,0,0,0.31854062,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,GREEN LEAF DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1745798400000,1748908800000,1752019200000,,W60,1712102400000,1719360000000,1722816000000,1681.8944849044158
14877,0,0,0,0,0,0.19327225,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,GANTRY CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1745884800000,1749081600000,1751414400000,,W58,1712534400000,1715126400000,1719273600000,1020.4774998950662
14878,0,0,0,0,0,0.13376386,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,WINDY LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1745884800000,1749081600000,1751414400000,,W57,1712534400000,1715126400000,1719273600000,706.273204033479
14879,0,0,0,0,0,0.60740263,0.0,0.0,Received Third Cut,BEAUVIOR GARDENS,E SHADES VALLEY DR, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1745884800000,1749081600000,1751414400000,,W56,1712534400000,1715126400000,1722902400000,3207.0859017194903
14880,0,0,0,0,0,0.10343021,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,BALDWIN BROOK DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572490000,SOUTH,DITCH,1743465600000,1749427200000,1753056000000,,S47,1710201600000,1713830400000,1717459200000,546.111522683321
14881,3,0,0,0,0,0.54616982,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,STRATHMORE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572605000,SOUTH,DITCH,1745193600000,1749513600000,1753142400000,,S51,1710288000000,1713830400000,1717459200000,2883.7766380178127
14882,3,0,0,0,0,0.08847415,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,WALLACE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572578000,SOUTH,DITCH,1744761600000,1749513600000,1753142400000,,S50,1710288000000,1713830400000,1722211200000,467.14351977896047
14883,0,0,0,0,0,0.24787258,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,GOVERNORS DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572641000,SOUTH,DITCH,1744761600000,1749600000000,1753228800000,,S52,1710288000000,1713916800000,1717545600000,1308.767227842928
14884,3,0,0,0,0,0.12761022,0.0,0.0,Received Third Cut,WHITES SLOUGH,SHENANDOAH DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572676000,SOUTH,DITCH,1745280000000,1749600000000,1753142400000,,S53,1713916800000,1717545600000,1722211200000,673.7819402820074
14885,3,0,0,0,0,0.29504782,0.0,0.0,Received Third Cut,WHITES SLOUGH,MONTWOOD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765572232000,SOUTH,DITCH,1743465600000,1748995200000,1753056000000,,S40,1709769600000,1713225600000,1724889600000,1557.852484116795
14886,3,0,0,0,0,0.10209019,0.0,0.0,Received Third Cut,WHITES SLOUGH,SPRING PARK DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1753202841000,SOUTH,DITCH,1743033600000,1748908800000,1752710400000,,S36,1709683200000,1712707200000,1716336000000,539.03618373579
14887,0,0,0,0,0,0.05718687,0.0,0.0,Received Third Cut,WHITES SLOUGH,MCINNIS DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1753202611000,SOUTH,DITCH,1743033600000,1748476800000,1752624000000,,S35,1709683200000,,,301.9466627827978
14888,0,0,0,0,0,0.8847779,0.0,0.0,Received Third Cut,CAMP CREEK,W ABERDEEN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765558984000,EAST,DITCH,1747872000000,1755734400000,1759190400000,,E68,1713139200000,1718582400000,1723593600000,4671.627290522886
14889,0,0,0,0,0,0.36536581,0.0,0.0,Received Third Cut,CAMP CREEK,SANSONE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418579000,EAST,DITCH,1748390400000,1755734400000,1759276800000,,E71,1713139200000,1720396800000,1724630400000,1929.131479694482
14890,0,0,0,0,0,0.498648,0.0,0.0,Received Third Cut,OLIVER CREEK,WOODMERE PARK E, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418780000,EAST,DITCH,1749081600000,1756166400000,1759708800000,,E77,1713312000000,1719360000000,1730160000000,2632.861420281645
14891,0,0,0,0,0,0.18624004,0.0,0.0,Received Third Cut,CAMP CREEK,MARGO PL - GRETA PL, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418701000,EAST,DITCH,1748822400000,1756166400000,1759708800000,,E75,1713312000000,,,983.3474181003327
14892,0,0,0,0,0,0.1115325,0.0,0.0,Received Third Cut,CAMP CREEK,STOWERS PL, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418733000,EAST,DITCH,1748908800000,1756166400000,1759708800000,,E76,,,,588.8915810252553
14893,0,0,0,0,0,0.19499523,0.0,0.0,Received Third Cut,WHITES SLOUGH,SKI LODGE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418841000,EAST,DITCH,1750291200000,1756252800000,1759363200000,,E79,1713398400000,1724803200000,,1029.5748332419378
14894,0,0,0,0,0,0.12309272,0.0,0.0,Received Third Cut,WHITES SLOUGH,BRIMWOOD CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418633000,EAST,DITCH,1749686400000,1755734400000,1759708800000,,E73,1713312000000,1720396800000,,649.9295737637393
14895,0,0,0,0,0,0.11318492,0.0,0.0,Received Third Cut,CAMP CREEK,E ABERDEEN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765559029000,EAST,DITCH,1747872000000,1755734400000,1759190400000,,E69,1720396800000,1724284800000,,597.6163993564962
14896,0,0,0,0,0,0.51828254,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,SHAMROCK LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575461000,SOUTH,DITCH,1746057600000,1754870400000,1757894400000,,S73,1707264000000,1710892800000,1714608000000,2736.531795450372
14897,0,0,0,0,0,0.15649021,0.0,0.0,Received Second Cut,BALDWIN SLOUGH,CLINT CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575423000,SOUTH,DITCH,1745884800000,1754265600000,,,S72,1710892800000,1714608000000,1718582400000,826.2683137624338
14898,3,0,0,0,0,0.1867746,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,LIZTAME DR, ,KINGSBURY,NPJACKSON,1740667602000,,,ABENEFIELD,1765575395000,SOUTH,DITCH,1745884800000,1750723200000,1753660800000,,S71,1710892800000,1718582400000,1723075200000,986.1699077977346
14899,3,0,0,0,0,0.26606149,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,SOUTH SLAUSON, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575376000,SOUTH,DITCH,1745884800000,1750723200000,1753315200000,,S70,1710892800000,1718582400000,1722988800000,1404.804651348133
14900,0,0,0,0,0,0.76262241,0.0,0.0,Received Third Cut,THREE MILE BRANCH,BETH MANOR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765402352000,EAST,DITCH,1742342400000,1750118400000,1757289600000,,E12,1709510400000,1714608000000,1721174400000,4026.646320888986
14901,0,0,0,0,0,0.19378524,0.0,0.0,Received Third Cut,THREE MILE BRANCH,RADCLIFF RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418975000,EAST,DITCH,1749081600000,1756512000000,1759881600000,,E83,1720483200000,1724803200000,,1023.1860780553206
14902,0,0,0,0,0,0.27672611,0.0,0.0,Received Third Cut,THREE MILE BRANCH,SHOREHAM DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766418949000,EAST,DITCH,1749427200000,1756512000000,1759795200000,,E82,1720483200000,1724803200000,,1461.1138650794785
14903,3,0,0,0,0,0.17510005,0.0,0.0,Received Third Cut,THREE MILE BRANCH,WENTWORTH DR-1, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766419005000,EAST,DITCH,1749513600000,1756512000000,1759881600000,,E84,1710979200000,1714953600000,1727049600000,924.5282544390769
14904,0,0,0,0,0,0.07622972,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,LOTT DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575499000,SOUTH,DITCH,1746403200000,1750032000000,1753660800000,,S75,1710979200000,1714953600000,1719360000000,402.4929477871117
14905,3,0,0,0,0,0.0646518,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,SOMMERVILLE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575695000,SOUTH,DITCH,1747008000000,1750809600000,1755129600000,,S84,1715126400000,1719878400000,,341.36152580448345
14906,3,0,0,0,0,0.32572418,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,PARTRIDGE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575816000,SOUTH,DITCH,1747094400000,1750896000000,1755129600000,,S90,1711929600000,1718064000000,1720396800000,1719.8236853643848
14907,3,0,0,0,0,0.08704553,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,MERRIMAC CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575848000,SOUTH,DITCH,1747094400000,1750896000000,1755129600000,,S92,1711929600000,1719964800000,1723680000000,459.60038737071756
14908,3,0,0,0,0,0.20303717,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,NORTH COLONIAL, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575830000,SOUTH,DITCH,1747094400000,1750896000000,1755129600000,,S91,1711929600000,1720396800000,1723680000000,1072.036251424751
14909,3,0,0,0,0,0.13309648,0.0,0.0,Received Third Cut,HANNON SLOUGH,POWELLDALE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752699990000,SOUTH,DITCH,1742342400000,1747267200000,1751932800000,,S08,1720483200000,,,702.7494004275771
14910,3,0,0,0,0,0.55239904,0.0,0.0,Received Third Cut,HANNON SLOUGH,GREENVIEW-BEVERLY, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752699952000,SOUTH,DITCH,1742342400000,1747267200000,1751932800000,,S07,1720483200000,1724025600000,,2916.66694865763
14911,3,0,0,0,0,0.61810658,0.0,0.0,Received Third Cut,THREE MILE BRANCH,SYLVAN DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766419031000,EAST,DITCH,1749513600000,1756512000000,1759881600000,,E85,1713916800000,1720483200000,1724889600000,3263.602739347211
14912,0,0,0,0,0,0.95048567,0.0,0.0,Received Third Cut,THREE MILE BRANCH,CHESTNUT ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765401917000,EAST,DITCH,1742947200000,1749600000000,1756857600000,,E04,1708992000000,1714348800000,1721692800000,5018.564360612057
14913,0,0,0,0,0,0.10704041,0.0,0.0,Received Third Cut,THREE MILE BRANCH,ASBURY LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765402050000,EAST,DITCH,1742256000000,1749686400000,1756944000000,,E07,1709164800000,1714435200000,1721088000000,565.1733540481493
14914,0,0,0,0,0,0.39406176,0.0,0.0,Received Third Cut,THREE MILE BRANCH,OAK FOREST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765401809000,EAST,DITCH,1742169600000,1749686400000,1757635200000,,E02,1708992000000,1714003200000,1725321600000,1210.0536590975921
14915,0,0,0,0,0,0.28833125,0.0,0.0,Received Third Cut,THREE MILE BRANCH,HAPPY HOLLOW DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765401497000,CENTRAL,DITCH,1748908800000,1754956800000,1758758400000,,C14,1712102400000,1720656000000,,1522.3890119613418
14916,0,0,0,0,0,0.18889261,0.0,0.0,Received Third Cut,THREE MILE BRANCH,GREEN RIDGE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765403727000,EAST,DITCH,1745884800000,1751846400000,1757289600000,,E17,1709510400000,1721174400000,,734.3811948595825
14917,0,0,0,0,0,0.21076766,0.0,0.0,Received Third Cut,THREE MILE BRANCH,WINDEMERE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765404415000,EAST,DITCH,1742860800000,1752796800000,1757548800000,,E22,1709510400000,1715040000000,,1112.8532671880682
14918,0,0,0,0,0,0.10252547,0.0,0.0,Received Third Cut,THREE MILE BRANCH,HOLLAND DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765404481000,EAST,DITCH,1742947200000,1752796800000,1757548800000,,E23,1709510400000,1715040000000,1721260800000,541.3344642513174
14919,0,0,0,0,0,0.15288393,0.0,0.0,Received Third Cut,THREE MILE BRANCH,AVONDALE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765401091000,CENTRAL,DITCH,1748908800000,1755043200000,1758758400000,,C15,1712102400000,1725926400000,,807.2271376401408
14920,0,0,0,0,0,0.35886624,0.0,0.0,Received Third Cut,EASTDALE DITCH,PLANTATION WAY, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424998000,NORTH,DITCH,1747785600000,1755561600000,1761609600000,,N61,,,,1894.8137231211276
14921,0,0,0,0,0,0.34162084,0.0,0.0,Received Third Cut,EASTDALE DITCH,OLIVER RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766425111000,NORTH,DITCH,1747699200000,1755820800000,1761004800000,,N62,,,,1803.7580167670894
14922,4,0,0,0,0,0.68846581,0.0,0.0,Received Third Cut,OLIVER CREEK,OLIVER - CAROLINA CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765550417000,EAST,DITCH,1744761600000,1753056000000,1757980800000,,E40,,,,3635.099479241957
14923,0,0,0,0,0,0.08621257,0.0,0.0,Received Third Cut,MONTGOMERY EAST DITCH,MERIDIAN LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765405364000,EAST,DITCH,1745020800000,1752710400000,1757462400000,,E38,1710201600000,1721865600000,1726617600000,455.2023535542219
14924,0,0,0,0,0,0.94599329,0.0,0.0,Received Third Cut,OLIVER CREEK,LANDMARK DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765405445000,EAST,DITCH,1744675200000,1752710400000,1757462400000,,E39,1710288000000,,,2602.167437745815
14925,3,0,0,0,0,0.79525598,0.0,0.0,Received Third Cut,WHITES SLOUGH,BRIDLE PATH LN,SOUTHEAST,WHITES SLOUGH,NPJACKSON,1740667602000,,,ABENEFIELD,1765574775000,SOUTH,DITCH,1745884800000,1750636800000,1754524800000,,S67,1718236800000,1722902400000,1725926400000,4198.951585730794
14926,3,0,0,0,0,0.55914893,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,AIMEE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765575481000,SOUTH,DITCH,1746057600000,1750464000000,1753660800000,,S74,1714953600000,1719273600000,1723075200000,2952.3063570225477
14927,3,0,0,0,0,0.0455224,0.0,0.0,Received Third Cut,CAMP CREEK,HONEYBEE CT, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765573125000,SOUTH,DITCH,1745280000000,1750118400000,1754438400000,,S59,1710374400000,1717977600000,1722384000000,240.35826647884073
14928,3,0,0,0,0,0.11725323,0.0,0.0,Received Third Cut,CAMP CREEK,OAKLEIGH RD 2, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765573150000,SOUTH,DITCH,1745280000000,1750118400000,1753228800000,,S60,1710374400000,1714348800000,1718150400000,619.0970513084529
14929,3,0,0,0,0,0.35996428,0.0,0.0,Received Third Cut,CAMP CREEK,ERIC LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765573101000,SOUTH,DITCH,1745193600000,1749686400000,1753228800000,,S58,1710374400000,1717977600000,1722384000000,1900.6113882287655
14930,3,0,0,0,0,0.22624406,0.0,0.0,Received Third Cut,BALDWIN SLOUGH,ROSEDON DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752757859000,SOUTH,DITCH,1742860800000,1747785600000,1752537600000,,S26,1709510400000,1712620800000,1716249600000,1194.5686478655562
14931,3,0,0,0,0,0.19816104,0.0,0.0,Received Third Cut,AUDUBON DITCH,ALAMONT DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752756833000,SOUTH,DITCH,1742428800000,1747699200000,1752105600000,,S18,1709164800000,1715817600000,,1046.290274133786
14932,3,0,0,0,0,0.08382114,0.0,0.0,Received Third Cut,AUDUBON DITCH,MARLOWE DR-SOUTH, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752756802000,SOUTH,DITCH,1742428800000,1747699200000,1752105600000,,S16,1709078400000,1715817600000,,442.5756057725548
14933,3,0,0,0,0,0.17323876,0.0,0.0,Received Third Cut,AUDUBON DITCH,MANGROVE LANE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765571246000,SOUTH,DITCH,1744156800000,1747699200000,1753833600000,,S14,1715817600000,1720569600000,1724284800000,914.7006688935559
14934,3,0,0,0,0,0.07133941,0.0,0.0,Received Third Cut,AUDUBON DITCH,QUEENSBURY-SEIBLES, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1752701529000,SOUTH,DITCH,1742428800000,1747699200000,1752019200000,,S19,1712534400000,1715817600000,,376.67208753906283
14935,1,0,0,0,0,0.19451968,0.0,0.0,Received Third Cut,WEST END DITCH,HERRON ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756407186000,CENTRAL,DITCH,1746057600000,1750723200000,1755734400000,,C16,1708992000000,1713312000000,1717027200000,1027.0639227102022
14936,1,0,0,0,0,0.15404821,0.0,0.0,Received Third Cut,WEST END DITCH,BOYS CLUB RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756407186000,CENTRAL,DITCH,1742256000000,1750896000000,1755734400000,,C18,1708992000000,1717718400000,,813.3745331620343
14937,4,0,0,0,0,0.46955219,0.0,0.0,Received Third Cut,CYPRESS POND DITCH,GIBSON-KANSAS, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766423721000,NORTH,DITCH,1746489600000,1753315200000,1759795200000,,N22,,,,2479.23556184632
14938,4,0,0,0,0,0.05492368,0.0,0.0,Received Third Cut,WARES FERRY DITCH,DONOVAN DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424692000,NORTH,DITCH,1751932800000,1756339200000,1761091200000,,N46,,,,289.99704464682117
14939,4,0,0,0,0,0.08447089,0.0,0.0,Received Third Cut,WARES FERRY DITCH,KEIFER DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424717000,NORTH,DITCH,1751932800000,1756339200000,1761091200000,,N47,,,,446.00627508835
14940,4,0,0,0,0,0.3596172,0.0,0.0,Received Third Cut,MONTGOMERY EAST DITCH,HAVELOCK-HINCHCLIFF, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424995000,NORTH,DITCH,1750723200000,1756425600000,1761609600000,,N59,,,,1596.5275234553444
14941,4,0,0,0,0,0.07192321,0.0,0.0,Received Third Cut,EASTDALE DITCH,CREST HILL DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424897000,NORTH,DITCH,1748390400000,1756080000000,1761177600000,,N55,,,,379.75456276540484
14942,4,0,0,0,0,0.17449764,0.0,0.0,Received Third Cut,MONTGOMERY EAST DITCH,RIALTO DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424955000,NORTH,DITCH,1750723200000,1755734400000,1761609600000,,N58,,,,921.3475389521583
14943,4,0,0,0,0,0.30969246,0.0,0.0,Received Third Cut,THREE MILE BRANCH,HOLIDAY DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766423817000,NORTH,DITCH,1750118400000,1753747200000,1759449600000,,N26,,,,1635.1761712106677
14944,4,0,0,0,0,0.45931033,0.0,0.0,Received Third Cut,EASTDALE DITCH,HYDE PARK DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424154000,NORTH,DITCH,1744156800000,1754611200000,1760659200000,,N33,,,,2425.158563570713
14945,4,0,0,0,0,0.20548102,0.0,0.0,Received Third Cut,NEWTOWN DITCH,AMANDA LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765562005000,NORTH,DITCH,1743638400000,1753315200000,1759190400000,,N18,,,,1084.9398079134805
14946,4,0,0,0,0,0.55024567,0.0,0.0,Received Third Cut,EASTDALE DITCH,BURBANK - YESTERHOUSE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424880000,NORTH,DITCH,1748390400000,1756080000000,1761177600000,,N54,,,,2905.297154603214
14947,4,0,0,0,0,0.05101939,0.0,0.0,Received Third Cut,WARES FERRY DITCH,EDGEWORTH DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1766424550000,NORTH,DITCH,1747872000000,1755820800000,1760572800000,,N41,,,,269.38236596779063
14948,2,0,0,0,0,0.36784983,0.0,0.0,Received Second Cut,SMILEY COURT,ESTATE AVE, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416588000,WEST,DITCH,1744588800000,1754438400000,,,W05,1713225600000,1715817600000,1719964800000,1942.2470949043206
14949,2,0,0,0,0,0.37110846,0.0,0.0,Received Third Cut,PINEVIEW HOMES DITCH,CRANE ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1743033600000,1750118400000,1753920000000,,W04,1712707200000,1715817600000,1719964800000,1959.452668057601
14950,2,0,0,0,0,0.09676859,0.0,0.0,Received Third Cut,GENETTA DITCH,WESTWOOD DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1742169600000,1749513600000,1753056000000,,W11,1709596800000,1713225600000,1724803200000,510.93814057242525
14951,2,0,0,0,0,0.12220611,0.0,0.0,Received Third Cut,WEST END DITCH,MILL ST - MOBILE RD, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1742860800000,1750636800000,1753315200000,,W19,1710115200000,1716422400000,,645.2482466662705
14952,4,0,0,0,0,0.16145438,0.0,0.0,Received Third Cut,THREE MILE BRANCH,GARDENDALE DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561705000,NORTH,DITCH,1742515200000,1752537600000,1757980800000,,N10,,,,852.4791113060732
14953,4,0,0,0,0,0.09407645,0.0,0.0,Received Third Cut,CHISHOLM DITCH,INGLE DRIVE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561742000,NORTH,DITCH,1742515200000,1752624000000,1758844800000,,N11,,,,496.72366488216073
14954,4,0,0,0,0,0.03265611,0.0,0.0,Received Third Cut,CHISHOLM DITCH,LUCIAN LN, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561472000,NORTH,DITCH,1742256000000,1750896000000,1758758400000,,N04,,,,172.42423630609557
14955,4,0,0,0,0,0.04134013,0.0,0.0,Received Third Cut,CYPRESS POND DITCH,LA RHODA ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561772000,NORTH,DITCH,1743465600000,1753315200000,1758844800000,,N12,,,,218.27586514638168
14956,4,0,0,0,0,0.16371015,0.0,0.0,Received Third Cut,CHISHOLM DITCH,439 CONRAD ST, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561625000,NORTH,DITCH,1742342400000,1752192000000,1758240000000,,N08,,,,864.3896091453787
14957,4,0,0,0,0,0.19192856,0.0,0.0,Received Third Cut,CHISHOLM DITCH,SHERIDAN HEIGHTS PARK, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561520000,NORTH,DITCH,1742860800000,1752624000000,1758240000000,,N05,,,,1013.3827768700529
14958,4,0,0,0,0,0.18640995,0.0,0.0,Received Third Cut,CHISHOLM DITCH,BROOKVIEW DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1765561593000,NORTH,DITCH,1742342400000,1750809600000,1757462400000,,N07,,,,984.2445376785179
14959,0,0,0,0,0,0.04299264,0.0,0.0,Received Third Cut,CANEY BRANCH,LAWNWOOD DR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1745366400000,1749081600000,1752451200000,,W62,1722988800000,,,227.00113876000648
14960,0,0,0,0,0,0.06771399,0.0,0.0,Received Third Cut,GENETTA DITCH,AGATE ST, , ,NPJACKSON,1740667602000,NPJ,,ABENEFIELD,1756416707000,WEST,DITCH,1742947200000,1750723200000,1754352000000,,W26,1710374400000,1717545600000,1721260800000,357.52986547584874
14961,0,0,0,0,0,0.28105242,0.0,0.0,Received Third Cut,GENETTA DITCH,DORIS CIR, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1742947200000,1750723200000,1754438400000,,W29,1710374400000,1717545600000,1721260800000,1483.9567655056478
14962,0,0,0,0,0,0.22993803,0.0,0.0,Received Third Cut,CLOVERLAND DITCH,ARDMORE, , ,NPJACKSON,1740667602000,,,ABENEFIELD,1756416707000,WEST,DITCH,1743465600000,1750809600000,1753660800000,,W33,1710892800000,1714435200000,1717632000000,1214.0727896553215
